iter	MAE
799	7444.443485
800	7444.188474
801	7442.889563
802	7442.260932
803	7441.567997
804	7437.805826
805	7437.145826
806	7434.815774
807	7434.351589
808	7433.833773
809	7433.748326
810	7432.986603
811	7432.016182
812	7426.018885
813	7425.577689
814	7424.139179
815	7423.053789
816	7422.836669
817	7421.445404
818	7420.880368
819	7419.972643
820	7419.763546
821	7418.481104
822	7417.821253
823	7416.747245
824	7415.869398
825	7414.85666
826	7414.498947
827	7413.767494
828	7411.75869
829	7409.638603
830	7408.7954
831	7408.330839
832	7407.673556
833	7407.215326
834	7406.340075
835	7404.672251
836	7404.503151
837	7404.070177
838	7402.541107
839	7402.277216
840	7401.371674
841	7400.657542
842	7398.663603
843	7397.165963
844	7397.002645
845	7396.011901
846	7395.077126
847	7393.370573
848	7392.473632
849	7391.044561
850	7390.449895
851	7389.638316
852	7389.363882
853	7388.834443
854	7387.996175
855	7387.65773
856	7385.789883
857	7385.391743
858	7385.256849
859	7384.810325
860	7383.698926
861	7381.473768
862	7379.329948
863	7375.970984
864	7375.676405
865	7374.055037
866	7373.733932
867	7373.292458
868	7372.360014
869	7371.894096
870	7369.772346
871	7369.317134
872	7368.637476
873	7286.919473
874	7286.474511
875	7285.949178
876	7285.130292
877	7284.82519
878	7283.381496
879	7282.726885
880	7281.858712
881	7280.922453
882	7280.155295
883	7278.893544
884	7278.80185
885	7277.373738
886	7273.360667
887	7272.59414
888	7271.238671
889	7270.563867
890	7270.233646
891	7269.458302
892	7268.523454
893	7268.132076
894	7267.448508
895	7266.636119
896	7263.52562
897	7260.624817
898	7259.630111
899	7257.332384
900	7256.766761
901	7255.507892
902	7254.873233
903	7254.340422
904	7253.799982
905	7252.028459
906	7173.584396
907	7170.460438
908	7169.395961
909	7168.398482
910	7166.23879
911	7165.574203
912	7164.676454
913	7164.507178
914	7164.44499
915	7163.867633
916	7163.288672
917	7162.376757
918	7161.956877
919	7161.772431
920	7160.492938
921	7159.117484
922	7158.767787
923	7157.572573
924	7155.386729
925	7154.913437
926	7153.911338
927	7153.330421
928	7152.922967
929	7152.827207
930	7152.540355
931	7151.810201
932	7151.276045
933	7150.490874
934	7150.065453
935	7148.669135
936	7148.510802
937	7147.803682
938	7147.25962
939	7147.224844
940	7146.230524
941	7146.155515
942	7145.779698
943	7145.284372
944	7145.132202
945	7144.896272
946	7143.805738
947	7142.407029
948	7142.213081
949	7141.639095
950	7140.881185
951	7140.661644
952	7139.020515
953	7137.566049
954	7136.939138
955	7136.27568
956	7135.887028
957	7135.635404
958	7133.18109
959	7130.778925
960	7130.516447
961	7130.423114
962	7130.111118
963	7129.604918
964	7129.408809
965	7129.24531
966	7128.950857
967	7128.323625
968	7127.975646
969	7126.787009
970	7126.142533
971	7050.377663
972	7049.848923
973	7049.748432
974	7049.587439
975	7049.164477
976	7048.801706
977	7048.512456
978	7046.408476
979	7046.112423
980	7045.695432
981	7044.788153
982	7044.567552
983	7042.297935
984	7041.085222
985	7040.341606
986	7039.918919
987	7039.004741
988	7038.456397
989	7037.166538
990	7036.089447
991	7033.125019
992	7032.267978
993	7031.578874
994	7031.002271
995	7028.57843
996	7028.409704
997	7027.085769
998	7026.203916
999	7025.792657
1000	7024.541573
1001	7024.271518
1002	7022.404329
1003	7022.153962
1004	7019.477905
1005	7019.098918
1006	7018.53456
1007	7018.324141
1008	7018.112277
1009	7016.916207
1010	7016.455706
1011	7015.799867
1012	7015.539796
1013	7014.530319
1014	7013.974869
1015	7013.682894
1016	7013.200065
1017	7011.740551
1018	7011.538399
1019	7011.373416
1020	7011.089142
1021	7010.729723
1022	7010.56595
1023	7010.505504
1024	7010.058928
1025	7009.866235
1026	7009.706525
1027	7007.793158
1028	7007.34557
1029	7007.265646
1030	7006.892777
1031	7006.657246
1032	7005.822739
1033	7004.772131
1034	7004.317148
1035	7004.187919
1036	7002.884971
1037	7002.395845
1038	7001.976137
1039	7001.033038
1040	7000.848645
1041	7000.335694
1042	6999.886253
1043	6999.41289
1044	6999.118212
1045	6998.78242
1046	6997.517736
1047	6996.446072
1048	6996.208426
1049	6996.015395
1050	6994.576605
1051	6994.138156
1052	6993.131853
1053	6991.300012
1054	6990.195722
1055	6989.528125
1056	6988.294674
1057	6987.895866
1058	6914.17486
1059	6913.564437
1060	6913.031692
1061	6912.605883
1062	6911.660177
1063	6911.175858
1064	6910.112282
1065	6909.076142
1066	6908.345864
1067	6907.457956
1068	6906.88788
1069	6906.291478
1070	6906.01552
1071	6904.71636
1072	6904.013988
1073	6903.671367
1074	6902.706144
1075	6902.097543
1076	6900.942335
1077	6900.42062
1078	6899.799855
1079	6898.859092
1080	6897.007274
1081	6896.707623
1082	6896.587688
1083	6895.691675
1084	6895.269003
1085	6893.725711
1086	6892.83555
1087	6892.606051
1088	6892.217912
1089	6891.907157
1090	6891.109074
1091	6890.635292
1092	6889.789441
1093	6889.251338
1094	6888.881884
1095	6888.724043
1096	6888.572859
1097	6887.813053
1098	6887.12133
1099	6886.863846
1100	6886.476747
1101	6886.225008
1102	6886.106003
1103	6885.874121
1104	6885.356147
1105	6884.167044
1106	6884.089933
1107	6883.824411
1108	6882.843027
1109	6882.46302
1110	6882.170899
1111	6882.065173
1112	6880.863165
1113	6880.500086
1114	6879.935345
1115	6879.775843
1116	6879.50182
1117	6879.124292
1118	6878.371328
1119	6877.366196
1120	6877.277699
1121	6876.879457
1122	6876.571237
1123	6876.130003
1124	6876.072643
1125	6875.968305
1126	6875.518209
1127	6874.696682
1128	6874.513703
1129	6873.759292
1130	6873.70707
1131	6872.911875
1132	6872.707914
1133	6872.268166
1134	6870.914706
1135	6870.672918
1136	6870.581608
1137	6870.387016
1138	6870.034542
1139	6868.958791
1140	6868.2933
1141	6868.084168
1142	6868.045954
1143	6867.009031
1144	6865.836703
1145	6865.530529
1146	6865.204092
1147	6864.578723
1148	6864.120991
1149	6863.081992
1150	6862.609883
1151	6860.961169
1152	6860.361951
1153	6859.985348
1154	6859.401989
1155	6859.074072
1156	6858.592753
1157	6857.48772
1158	6855.978311
1159	6853.684168
1160	6852.223494
1161	6851.896493
1162	6851.104799
1163	6850.884958
1164	6850.283217
1165	6849.833745
1166	6849.169494
1167	6848.388248
1168	6847.934084
1169	6847.587688
1170	6845.686055
1171	6845.269157
1172	6844.484151
1173	6843.383016
1174	6842.872911
1175	6842.022418
1176	6840.850911
1177	6839.658842
1178	6839.337433
1179	6839.241711
1180	6839.092725
1181	6838.349786
1182	6837.859365
1183	6837.095526
1184	6836.654175
1185	6836.237621
1186	6836.049899
1187	6835.448338
1188	6834.414477
1189	6833.839737
1190	6831.576479
1191	6828.626332
1192	6828.051098
1193	6827.806528
1194	6827.485671
1195	6825.781391
1196	6825.44064
1197	6823.91724
1198	6823.633266
1199	6823.222621
1200	6822.669174
1201	6821.891994
1202	6821.143309
1203	6820.03599
1204	6819.638695
1205	6819.300731
1206	6818.419237
1207	6816.724438
1208	6816.444013
1209	6816.227823
1210	6815.925467
1211	6814.198788
1212	6813.11527
1213	6812.567081
1214	6812.130405
1215	6812.032714
1216	6811.64613
1217	6810.799755
1218	6810.259549
1219	6810.19609
1220	6808.227799
1221	6807.909094
1222	6806.108914
1223	6805.718735
1224	6805.648966
1225	6805.177975
1226	6805.084876
1227	6733.400731
1228	6732.443641
1229	6731.217601
1230	6730.971014
1231	6730.442242
1232	6728.432283
1233	6727.738576
1234	6726.330529
1235	6726.063153
1236	6725.626167
1237	6724.128829
1238	6723.324564
1239	6722.947679
1240	6719.301607
1241	6719.101899
1242	6718.639523
1243	6648.885244
1244	6648.495674
1245	6646.216934
1246	6645.415239
1247	6645.33754
1248	6645.175139
1249	6645.076652
1250	6644.760975
1251	6644.413736
1252	6643.975893
1253	6643.715265
1254	6642.485709
1255	6641.301206
1256	6640.552538
1257	6640.32652
1258	6640.014261
1259	6638.946031
1260	6638.743739
1261	6638.069167
1262	6636.101337
1263	6635.637274
1264	6635.001347
1265	6634.634505
1266	6634.299763
1267	6634.01067
1268	6633.894332
1269	6633.49112
1270	6633.209792
1271	6632.695107
1272	6632.349324
1273	6632.173976
1274	6631.623526
1275	6630.145498
1276	6627.474171
1277	6627.175887
1278	6626.21916
1279	6623.568326
1280	6623.401271
1281	6622.972185
1282	6622.378434
1283	6621.36776
1284	6621.104068
1285	6621.04535
1286	6620.394249
1287	6552.55218
1288	6551.844942
1289	6550.761157
1290	6550.507913
1291	6549.706298
1292	6549.192456
1293	6548.990811
1294	6548.506731
1295	6547.772822
1296	6546.895331
1297	6546.493417
1298	6546.3883
1299	6545.953543
1300	6545.894941
1301	6545.765341
1302	6545.257308
1303	6544.902872
1304	6544.729803
1305	6544.23607
1306	6543.742438
1307	6542.450884
1308	6542.162351
1309	6542.08763
1310	6541.771563
1311	6541.565695
1312	6541.300355
1313	6540.633688
1314	6540.495609
1315	6540.173221
1316	6539.973159
1317	6539.510104
1318	6538.970211
1319	6538.788571
1320	6537.658546
1321	6537.115857
1322	6536.981829
1323	6536.700856
1324	6535.62778
1325	6535.08767
1326	6534.859698
1327	6534.736527
1328	6534.264507
1329	6534.07381
1330	6533.904926
1331	6533.75936
1332	6533.606264
1333	6532.997811
1334	6532.877008
1335	6532.661373
1336	6532.27765
1337	6531.738229
1338	6531.409515
1339	6530.966725
1340	6530.583422
1341	6530.101079
1342	6529.654678
1343	6529.238758
1344	6528.740697
1345	6528.265925
1346	6527.93057
1347	6527.839933
1348	6527.549692
1349	6527.437134
1350	6526.073801
1351	6525.926332
1352	6525.63997
1353	6524.950053
1354	6524.067172
1355	6523.41533
1356	6523.113419
1357	6522.955047
1358	6522.461403
1359	6522.221348
1360	6522.011258
1361	6521.416592
1362	6521.017157
1363	6520.02223
1364	6519.935978
1365	6519.792079
1366	6518.885989
1367	6518.232066
1368	6517.570237
1369	6517.182517
1370	6516.856049
1371	6516.421973
1372	6514.177349
1373	6513.729562
1374	6513.075895
1375	6512.752388
1376	6511.944819
1377	6511.477141
1378	6511.153573
1379	6510.740803
1380	6510.443446
1381	6510.23209
1382	6509.957476
1383	6509.802887
1384	6509.636115
1385	6509.305265
1386	6508.237037
1387	6508.027606
1388	6507.494923
1389	6506.915258
1390	6506.756218
1391	6506.668159
1392	6506.087496
1393	6505.418195
1394	6504.888594
1395	6503.808979
1396	6503.183583
1397	6503.041756
1398	6502.822253
1399	6502.258081
1400	6502.045737
1401	6501.4812
1402	6501.422878
1403	6501.161444
1404	6500.935281
1405	6500.598574
1406	6496.806966
1407	6496.340727
1408	6495.300366
1409	6494.924424
1410	6494.688849
1411	6494.053902
1412	6492.507659
1413	6492.095511
1414	6491.925797
1415	6491.512712
1416	6487.764309
1417	6487.469376
1418	6486.749215
1419	6486.526025
1420	6486.379667
1421	6484.513527
1422	6483.949853
1423	6483.327149
1424	6482.691739
1425	6482.1091
1426	6481.668823
1427	6481.446648
1428	6480.749189
1429	6480.558092
1430	6479.781111
1431	6479.559863
1432	6478.607516
1433	6477.966647
1434	6477.803207
1435	6477.237784
1436	6477.02298
1437	6476.761884
1438	6476.586424
1439	6476.265539
1440	6475.831256
1441	6475.605808
1442	6475.153851
1443	6474.604455
1444	6474.094602
1445	6473.22075
1446	6407.329937
1447	6407.228066
1448	6406.414499
1449	6405.643859
1450	6405.356527
1451	6404.763212
1452	6341.456152
1453	6280.305228
1454	6280.124222
1455	6279.506522
1456	6279.090618
1457	6279.028569
1458	6278.644015
1459	6278.144896
1460	6277.037901
1461	6276.14811
1462	6276.001754
1463	6275.54584
1464	6275.290671
1465	6274.975393
1466	6274.563478
1467	6274.093689
1468	6273.494364
1469	6273.017969
1470	6272.651677
1471	6272.249962
1472	6272.144487
1473	6271.519404
1474	6271.007342
1475	6270.387228
1476	6270.071527
1477	6269.583727
1478	6269.040183
1479	6268.135302
1480	6266.492561
1481	6266.217467
1482	6265.577125
1483	6264.039717
1484	6263.229473
1485	6261.834384
1486	6261.387162
1487	6260.957772
1488	6260.124751
1489	6260.049825
1490	6259.888164
1491	6259.752536
1492	6259.244929
1493	6258.817479
1494	6258.404947
1495	6258.218919
1496	6258.019858
1497	6256.639063
1498	6255.202472
1499	6254.293372
1500	6252.458002
1501	6252.094641
1502	6251.714263
1503	6251.488474
1504	6251.109659
1505	6250.316642
1506	6249.97127
1507	6249.848519
1508	6249.614651
1509	6249.493811
1510	6248.461036
1511	6248.278636
1512	6248.018214
1513	6247.294639
1514	6246.825751
1515	6246.658017
1516	6246.282928
1517	6246.182284
1518	6245.895986
1519	6245.537998
1520	6244.109783
1521	6243.879329
1522	6243.660296
1523	6242.70506
1524	6241.918918
1525	6241.59793
1526	6241.296563
1527	6240.709838
1528	6240.419069
1529	6239.995523
1530	6239.762851
1531	6239.538933
1532	6239.025633
1533	6237.732982
1534	6237.372238
1535	6237.177248
1536	6236.940946
1537	6236.631074
1538	6236.543408
1539	6235.544433
1540	6235.358292
1541	6235.187472
1542	6234.669894
1543	6233.59647
1544	6233.427457
1545	6233.015585
1546	6231.001289
1547	6230.702557
1548	6229.650423
1549	6229.319085
1550	6229.001004
1551	6228.504913
1552	6228.299848
1553	6228.197162
1554	6227.509169
1555	6226.881042
1556	6226.512182
1557	6226.055457
1558	6226.043455
1559	6225.493059
1560	6225.469793
1561	6224.788391
1562	6223.513367
1563	6222.9133
1564	6222.839475
1565	6222.732051
1566	6222.328726
1567	6221.996072
1568	6221.706727
1569	6162.272469
1570	6161.738678
1571	6161.385504
1572	6161.317104
1573	6160.780959
1574	6160.21555
1575	6160.128791
1576	6159.501474
1577	6159.38467
1578	6158.709381
1579	6156.728716
1580	6156.592805
1581	6156.392065
1582	6156.183718
1583	6156.093009
1584	6155.619135
1585	6155.554135
1586	6155.327987
1587	6155.041522
1588	6154.860606
1589	6154.514342
1590	6154.116817
1591	6153.738328
1592	6153.726894
1593	6153.607887
1594	6153.100636
1595	6152.883572
1596	6152.784644
1597	6150.169488
1598	6149.440723
1599	6149.067702
1600	6148.947831
1601	6148.75731
1602	6148.666907
1603	6148.530231
1604	6148.398321
1605	6148.346416
1606	6148.213092
1607	6147.902881
1608	6145.31755
1609	6144.788547
1610	6144.614835
1611	6144.174892
1612	6143.5117
1613	6143.062308
1614	6142.770473
1615	6142.353554
1616	6142.04173
1617	6141.771133
1618	6141.36011
1619	6140.719033
1620	6140.618589
1621	6140.039407
1622	6140.006149
1623	6139.624124
1624	6081.515778
1625	6080.272824
1626	6079.994373
1627	6079.33941
1628	6079.276787
1629	6078.989025
1630	6076.314669
1631	6075.982058
1632	6075.793125
1633	6075.456878
1634	6074.444449
1635	6073.922459
1636	6073.571062
1637	6072.946273
1638	6072.895012
1639	6072.696806
1640	6072.352378
1641	6072.136444
1642	6071.379934
1643	6071.277502
1644	6070.908939
1645	6070.590829
1646	6070.437151
1647	6070.106714
1648	6069.948112
1649	6069.286178
1650	6069.125712
1651	6068.290152
1652	6068.188119
1653	6067.952161
1654	6067.645183
1655	6067.396987
1656	6067.284561
1657	6066.920392
1658	6066.156066
1659	6066.006466
1660	6065.976233
1661	6065.724815
1662	6065.376795
1663	6064.96715
1664	6063.983887
