iter	MAE
1665	6063.591796
1666	6063.50287
1667	6062.738153
1668	6062.378784
1669	6062.360496
1670	6062.182855
1671	6062.124808
1672	6061.90428
1673	6061.735722
1674	6061.498803
1675	6060.822415
1676	6060.546355
1677	6060.380138
1678	6060.283286
1679	6059.967283
1680	6059.904129
1681	6059.268007
1682	6059.206674
1683	6058.427763
1684	6058.284385
1685	6058.205225
1686	6058.04247
1687	6057.893127
1688	6057.763257
1689	6057.687209
1690	6057.618787
1691	6057.296484
1692	6057.181347
1693	6056.408698
1694	6056.365339
1695	6055.662266
1696	6055.221736
1697	6054.277523
1698	6053.833081
1699	6053.683566
1700	6052.929101
1701	6052.868959
1702	6052.727853
1703	6052.157139
1704	6051.594716
1705	6051.20139
1706	6050.371206
1707	6049.243699
1708	6049.166623
1709	6048.162527
1710	6048.063572
1711	6047.533566
1712	6047.304544
1713	6046.558622
1714	6046.429457
1715	6045.69807
1716	6045.446835
1717	6045.296352
1718	6045.274772
1719	6045.188401
1720	6044.848566
1721	6044.551434
1722	6044.495772
1723	6043.201598
1724	6042.765017
1725	6042.277204
1726	6042.249234
1727	6042.209509
1728	6041.947536
1729	6041.84405
1730	6041.516215
1731	6041.342838
1732	6041.23461
1733	6039.833848
1734	6039.201413
1735	6038.676086
1736	6038.550213
1737	6036.523255
1738	6035.360323
1739	6035.012623
1740	6033.989146
1741	6033.921601
1742	6033.750035
1743	6030.395488
1744	6030.185814
1745	6029.737597
1746	6028.975481
1747	6028.880919
1748	6028.591132
1749	6028.521625
1750	6028.153182
1751	6027.882487
1752	6026.075897
1753	6025.974547
1754	6025.465728
1755	6024.065164
1756	6023.88197
1757	6023.671077
1758	6023.323335
1759	6022.960052
1760	6022.723638
1761	6021.73972
1762	6021.543283
1763	6021.064243
1764	6020.744584
1765	6019.280496
1766	6019.244019
1767	6018.30515
1768	6017.401999
1769	6017.077757
1770	6016.032599
1771	6013.954322
1772	6013.617571
1773	6013.158253
1774	6012.893053
1775	6012.804382
1776	6012.486615
1777	6010.54448
1778	6010.342561
1779	6009.860809
1780	6009.678892
1781	6009.410502
1782	6009.074085
1783	6008.849686
1784	6008.682666
1785	6006.751667
1786	6005.228693
1787	6004.799346
1788	6004.3949
1789	6004.207792
1790	6004.093639
1791	6003.147676
1792	6003.028707
1793	6002.942703
1794	6002.796983
1795	6002.520386
1796	6001.717496
1797	6001.243791
1798	6000.53253
1799	5999.306075
1800	5998.361246
1801	5998.082874
1802	5997.995325
1803	5997.813681
1804	5996.643371
1805	5996.533237
1806	5996.308695
1807	5996.081529
1808	5995.584475
1809	5995.040013
1810	5994.423771
1811	5994.22304
1812	5992.431677
1813	5991.11646
1814	5990.863871
1815	5990.518825
1816	5990.400932
1817	5989.96688
1818	5989.839136
1819	5989.62835
1820	5989.384056
1821	5989.236103
1822	5987.422995
1823	5987.169621
1824	5986.645538
1825	5986.17806
1826	5985.796102
1827	5985.625734
1828	5985.096851
1829	5984.940278
1830	5984.714028
1831	5984.252289
1832	5984.060936
1833	5983.738639
1834	5983.417343
1835	5982.976248
1836	5982.368119
1837	5982.166821
1838	5981.819128
1839	5980.876689
1840	5980.429052
1841	5979.146206
1842	5978.9161
1843	5978.684564
1844	5978.169051
1845	5977.846315
1846	5977.537917
1847	5977.378301
1848	5977.261474
1849	5976.982396
1850	5976.503941
1851	5975.382689
1852	5974.899532
1853	5974.763932
1854	5974.445749
1855	5974.296672
1856	5974.195531
1857	5974.148355
1858	5974.070282
1859	5973.609531
1860	5971.991249
1861	5971.957916
1862	5971.68063
1863	5971.52412
1864	5971.410653
1865	5970.537292
1866	5969.706343
1867	5969.364931
1868	5968.692788
1869	5968.307409
1870	5967.972384
1871	5967.752597
1872	5966.896867
1873	5966.562579
1874	5966.277554
1875	5965.310163
1876	5965.179056
1877	5965.021859
1878	5964.850066
1879	5964.803981
1880	5964.528549
1881	5964.199517
1882	5963.485055
1883	5963.022415
1884	5962.395042
1885	5961.447016
1886	5959.951872
1887	5959.411852
1888	5959.265054
1889	5959.046307
1890	5958.964477
1891	5902.539048
1892	5902.218652
1893	5901.641979
1894	5900.592519
1895	5899.769071
1896	5899.545198
1897	5898.263423
1898	5897.955184
1899	5897.662959
1900	5896.984274
1901	5896.27002
1902	5896.185438
1903	5895.990841
1904	5895.725348
1905	5894.802528
1906	5894.269862
1907	5893.667345
1908	5892.995108
1909	5892.513814
1910	5892.08122
1911	5891.996794
1912	5891.467765
1913	5890.719704
1914	5890.629645
1915	5890.493278
1916	5890.079161
1917	5889.807882
1918	5889.27226
1919	5889.026222
1920	5888.947567
1921	5888.774427
1922	5888.609645
1923	5887.695424
1924	5886.675728
1925	5886.438076
1926	5886.05607
1927	5885.932414
1928	5885.44538
1929	5884.094356
1930	5884.021351
1931	5883.73334
1932	5883.49163
1933	5882.918555
1934	5882.27861
1935	5882.208299
1936	5881.974942
1937	5881.815279
1938	5881.530827
1939	5881.438388
1940	5881.410858
1941	5881.173671
1942	5880.48643
1943	5879.395033
1944	5876.478226
1945	5876.35944
1946	5876.015425
1947	5873.843276
1948	5873.028213
1949	5872.788792
1950	5869.975694
1951	5869.818433
1952	5869.477601
1953	5869.294299
1954	5868.970583
1955	5868.534344
1956	5868.422532
1957	5868.30989
1958	5867.664944
1959	5866.913608
1960	5866.572099
1961	5866.217245
1962	5865.563641
1963	5865.455352
1964	5865.069551
1965	5864.80742
1966	5863.934786
1967	5809.765085
1968	5809.58671
1969	5809.173323
1970	5809.005793
1971	5808.525913
1972	5806.56156
1973	5806.275698
1974	5804.969198
1975	5804.593926
1976	5804.044585
1977	5803.942877
1978	5802.594435
1979	5802.524301
1980	5801.093782
1981	5801.026631
1982	5799.797545
1983	5798.68814
1984	5798.570457
1985	5798.371095
1986	5798.190894
1987	5798.12351
1988	5797.581342
1989	5797.523247
1990	5797.484811
1991	5797.435022
1992	5797.315828
1993	5796.812085
1994	5796.595633
1995	5795.858305
1996	5795.355794
1997	5795.316711
1998	5795.193556
1999	5795.019609
2000	5793.814354
2001	5793.278897
2002	5792.871417
2003	5792.481919
2004	5792.225087
2005	5792.100447
2006	5792.08115
2007	5791.687677
2008	5791.092324
2009	5790.970756
2010	5790.544685
2011	5789.929117
2012	5789.574437
2013	5789.320357
2014	5788.553128
2015	5788.503916
2016	5788.106675
2017	5788.065671
2018	5787.838658
2019	5787.639335
2020	5787.568108
2021	5787.232889
2022	5786.978924
2023	5786.894779
2024	5786.816143
2025	5786.756971
2026	5786.638311
2027	5785.677322
2028	5785.357568
2029	5784.942858
2030	5784.268414
2031	5783.88148
2032	5783.843455
2033	5783.745991
2034	5783.613018
2035	5782.774925
2036	5782.668321
2037	5782.455974
2038	5782.116108
2039	5782.007038
2040	5781.980559
2041	5781.828366
2042	5781.74201
2043	5781.455917
2044	5781.349708
2045	5780.77259
2046	5780.2873
2047	5780.194119
2048	5779.744025
2049	5778.534355
2050	5778.310211
2051	5777.8316
2052	5775.235544
2053	5774.444396
2054	5774.368474
2055	5774.303267
2056	5774.171021
2057	5774.149181
2058	5774.093169
2059	5773.987567
2060	5773.777055
2061	5773.313855
2062	5772.916018
2063	5772.710964
2064	5772.559307
2065	5772.464904
2066	5772.443192
2067	5771.903054
2068	5771.882986
2069	5771.420453
2070	5771.238061
2071	5770.975546
2072	5770.749438
2073	5770.607083
2074	5770.482002
2075	5769.69602
2076	5769.459319
2077	5769.386294
2078	5769.155462
2079	5769.065533
2080	5768.885404
2081	5768.826439
2082	5768.815544
2083	5768.650565
2084	5768.629309
2085	5768.56772
2086	5768.377475
2087	5768.232653
2088	5767.904831
2089	5767.643659
2090	5767.567205
2091	5767.512984
2092	5767.324854
2093	5767.257394
2094	5766.618024
2095	5766.420437
2096	5766.267687
2097	5765.7148
2098	5764.81061
2099	5764.701161
2100	5764.594664
2101	5764.47756
2102	5764.440856
2103	5764.394141
2104	5764.17355
2105	5764.036271
2106	5763.662976
2107	5763.520986
2108	5763.121961
2109	5763.066117
2110	5762.541119
2111	5762.058905
2112	5761.859185
2113	5761.685205
2114	5760.938735
2115	5760.851465
2116	5760.722056
2117	5760.602881
2118	5760.565106
2119	5760.521224
2120	5760.47681
2121	5759.329079
2122	5758.612887
2123	5758.533288
2124	5758.35321
2125	5758.171299
2126	5758.05626
2127	5757.770141
2128	5757.640056
2129	5757.370582
2130	5757.307333
2131	5757.305372
2132	5757.270081
2133	5757.240428
2134	5756.920192
2135	5756.52584
2136	5755.988822
2137	5755.833725
2138	5755.626336
2139	5755.345484
2140	5755.262371
2141	5755.186356
2142	5702.648329
2143	5702.401739
2144	5701.645788
2145	5701.472168
2146	5700.444284
2147	5700.431545
2148	5700.213879
2149	5700.06617
2150	5700.01357
2151	5699.763053
2152	5699.522478
2153	5699.2469
2154	5699.201906
2155	5698.877981
2156	5698.842774
2157	5698.771279
2158	5698.738537
2159	5697.493999
2160	5697.303702
2161	5696.209685
2162	5696.113342
2163	5695.950104
2164	5695.917958
2165	5695.906636
2166	5695.774356
2167	5695.622765
2168	5695.424778
2169	5695.314217
2170	5694.984492
2171	5694.658202
2172	5693.279161
2173	5693.205609
2174	5692.772565
2175	5692.713196
2176	5692.458788
2177	5692.454365
2178	5691.895093
2179	5691.453721
2180	5690.529726
2181	5690.184865
2182	5690.002312
2183	5688.675659
2184	5688.396121
2185	5688.140387
2186	5687.884218
2187	5687.284881
2188	5687.256735
2189	5686.815023
2190	5686.695305
2191	5686.58498
2192	5686.068788
2193	5685.526274
2194	5685.024261
2195	5684.745686
2196	5684.49953
2197	5683.542473
2198	5683.307351
2199	5682.995391
