iter	Passed	Remaining
1664	24531	7882
1665	24548	7868
1666	24564	7854
1667	24577	7838
1668	24590	7823
1669	24607	7809
1670	24622	7794
1671	24638	7780
1672	24649	7764
1673	24668	7751
1674	24683	7736
1675	24694	7720
1676	24709	7705
1677	24724	7691
1678	24741	7677
1679	24756	7662
1680	24772	7648
1681	24787	7633
1682	24800	7618
1683	24814	7603
1684	24829	7588
1685	24843	7573
1686	24857	7559
1687	24872	7544
1688	24887	7529
1689	24904	7515
1690	24919	7500
1691	24933	7485
1692	24945	7470
1693	24959	7455
1694	24974	7440
1695	24988	7425
1696	25003	7411
1697	25015	7395
1698	25031	7381
1699	25047	7367
1700	25062	7352
1701	25077	7337
1702	25092	7322
1703	25107	7308
1704	25123	7293
1705	25137	7278
1706	25152	7264
1707	25169	7250
1708	25184	7235
1709	25200	7221
1710	25217	7207
1711	25232	7192
1712	25246	7177
1713	25260	7162
1714	25277	7148
1715	25292	7133
1716	25305	7118
1717	25320	7103
1718	25336	7089
1719	25350	7074
1720	25364	7059
1721	25377	7044
1722	25392	7029
1723	25409	7015
1724	25424	7000
1725	25436	6985
1726	25451	6970
1727	25468	6956
1728	25483	6942
1729	25497	6926
1730	25513	6912
1731	25529	6898
1732	25544	6883
1733	25559	6869
1734	25571	6853
1735	25586	6838
1736	25599	6823
1737	25614	6808
1738	25628	6794
1739	25641	6778
1740	25652	6763
1741	25667	6748
1742	25683	6733
1743	25697	6719
1744	25709	6703
1745	25722	6688
1746	25737	6673
1747	25754	6659
1748	25770	6645
1749	25785	6630
1750	25802	6616
1751	25814	6600
1752	25830	6586
1753	25847	6572
1754	25861	6557
1755	25874	6542
1756	25889	6527
1757	25905	6513
1758	25918	6498
1759	25935	6483
1760	25950	6469
1761	25965	6454
1762	25978	6439
1763	25994	6425
1764	26010	6410
1765	26023	6395
1766	26038	6380
1767	26053	6366
1768	26066	6350
1769	26083	6336
1770	26097	6321
1771	26110	6306
1772	26124	6291
1773	26138	6276
1774	26154	6262
1775	26173	6248
1776	26187	6233
1777	26202	6219
1778	26217	6204
1779	26229	6188
1780	26244	6174
1781	26258	6159
1782	26271	6144
1783	26290	6130
1784	26308	6116
1785	26322	6101
1786	26339	6087
1787	26353	6072
1788	26367	6057
1789	26381	6042
1790	26398	6028
1791	26412	6013
1792	26427	5998
1793	26444	5984
1794	26460	5970
1795	26473	5955
1796	26485	5939
1797	26501	5925
1798	26515	5910
1799	26528	5895
1800	26544	5880
1801	26560	5866
1802	26574	5851
1803	26589	5836
1804	26605	5822
1805	26621	5807
1806	26633	5792
1807	26649	5777
1808	26664	5763
1809	26681	5749
1810	26696	5734
1811	26711	5719
1812	26726	5705
1813	26742	5690
1814	26757	5675
1815	26774	5661
1816	26789	5646
1817	26805	5632
1818	26821	5617
1819	26836	5603
1820	26854	5589
1821	26870	5574
1822	26883	5559
1823	26897	5544
1824	26911	5529
1825	26928	5515
1826	26942	5500
1827	26957	5485
1828	26970	5470
1829	26987	5456
1830	27003	5441
1831	27020	5427
1832	27036	5413
1833	27048	5397
1834	27064	5383
1835	27077	5368
1836	27094	5353
1837	27107	5338
1838	27119	5323
1839	27136	5309
1840	27154	5295
1841	27172	5281
1842	27188	5266
1843	27205	5252
1844	27220	5237
1845	27236	5222
1846	27251	5208
1847	27268	5193
1848	27283	5179
1849	27297	5164
1850	27316	5150
1851	27333	5136
1852	27345	5120
1853	27362	5106
1854	27377	5091
1855	27392	5077
1856	27410	5062
1857	27425	5048
1858	27439	5033
1859	27451	5018
1860	27466	5003
1861	27482	4988
1862	27495	4973
1863	27511	4959
1864	27526	4944
1865	27540	4929
1866	27553	4914
1867	27568	4899
1868	27581	4884
1869	27597	4870
1870	27610	4855
1871	27625	4840
1872	27639	4825
1873	27654	4810
1874	27669	4796
1875	27685	4781
1876	27698	4766
1877	27713	4751
1878	27729	4737
1879	27746	4722
1880	27758	4707
1881	27774	4693
1882	27788	4678
1883	27804	4663
1884	27818	4648
1885	27833	4633
1886	27847	4619
1887	27863	4604
1888	27875	4589
1889	27890	4574
1890	27906	4560
1891	27922	4545
1892	27938	4530
1893	27950	4515
1894	27964	4500
1895	27976	4485
1896	27990	4470
1897	28004	4455
1898	28018	4441
1899	28034	4426
1900	28048	4411
1901	28062	4396
1902	28078	4382
1903	28094	4367
1904	28107	4352
1905	28124	4338
1906	28137	4323
1907	28151	4308
1908	28168	4293
1909	28182	4279
1910	28196	4264
1911	28211	4249
1912	28227	4234
1913	28241	4219
1914	28256	4205
1915	28272	4190
1916	28287	4175
1917	28301	4161
1918	28316	4146
1919	28330	4131
1920	28347	4117
1921	28362	4102
1922	28376	4087
1923	28393	4073
1924	28410	4058
1925	28436	4045
1926	28449	4030
1927	28462	4015
1928	28476	4000
1929	28492	3985
1930	28507	3971
1931	28519	3956
1932	28535	3941
1933	28549	3926
1934	28561	3911
1935	28577	3896
1936	28591	3882
1937	28608	3867
1938	28622	3852
1939	28635	3837
1940	28647	3822
1941	28661	3807
1942	28674	3792
1943	28690	3778
1944	28704	3763
1945	28721	3748
1946	28732	3733
1947	28746	3718
1948	28761	3704
1949	28775	3689
1950	28791	3674
1951	28804	3659
1952	28820	3644
1953	28835	3630
1954	28849	3615
1955	28866	3600
1956	28881	3586
1957	28897	3571
1958	28912	3556
1959	28928	3542
1960	28943	3527
1961	28956	3512
1962	28970	3497
1963	28986	3483
1964	28999	3468
1965	29015	3453
1966	29031	3438
1967	29046	3424
1968	29061	3409
1969	29076	3394
1970	29091	3379
1971	29103	3364
1972	29118	3350
1973	29134	3335
1974	29154	3321
1975	29166	3306
1976	29180	3291
1977	29194	3276
1978	29209	3261
1979	29224	3247
1980	29237	3232
1981	29252	3217
1982	29268	3202
1983	29283	3188
1984	29299	3173
1985	29311	3158
1986	29326	3143
1987	29341	3129
1988	29358	3114
1989	29372	3099
1990	29387	3084
1991	29402	3070
1992	29418	3055
1993	29433	3040
1994	29447	3025
1995	29461	3011
1996	29477	2996
1997	29490	2981
1998	29509	2967
1999	29524	2952
2000	29540	2937
2001	29555	2923
2002	29567	2907
2003	29582	2893
2004	29598	2878
2005	29613	2863
2006	29627	2849
2007	29642	2834
2008	29656	2819
2009	29669	2804
2010	29682	2789
2011	29699	2775
2012	29714	2760
2013	29731	2745
2014	29744	2730
2015	29757	2715
2016	29773	2701
2017	29787	2686
2018	29804	2671
2019	29821	2657
2020	29834	2642
2021	29853	2628
2022	29871	2613
2023	29887	2598
2024	29901	2584
2025	29917	2569
2026	29933	2554
2027	29949	2540
2028	29965	2525
2029	29978	2510
2030	29991	2495
2031	30007	2480
2032	30021	2466
2033	30040	2451
2034	30064	2437
2035	30079	2422
2036	30095	2408
2037	30113	2393
2038	30131	2379
2039	30146	2364
2040	30161	2349
2041	30175	2334
2042	30190	2320
2043	30200	2304
2044	30216	2290
2045	30232	2275
2046	30244	2260
2047	30259	2245
2048	30275	2231
2049	30290	2216
2050	30308	2201
2051	30327	2187
2052	30342	2172
2053	30355	2157
2054	30371	2143
2055	30384	2128
2056	30400	2113
2057	30417	2098
2058	30434	2084
2059	30445	2069
2060	30459	2054
2061	30479	2039
2062	30526	2027
2063	30602	2016
2064	30642	2003
2065	30660	1988
2066	30679	1974
2067	30698	1959
2068	30715	1944
2069	30733	1930
2070	30751	1915
2071	30767	1900
2072	30785	1886
2073	30802	1871
2074	30819	1856
2075	30838	1841
2076	30859	1827
2077	30875	1812
2078	30891	1797
2079	30906	1783
2080	30921	1768
2081	30937	1753
2082	30952	1738
2083	30966	1723
2084	30982	1708
2085	30998	1694
2086	31011	1679
2087	31024	1664
2088	31038	1649
2089	31053	1634
2090	31072	1619
2091	31090	1605
2092	31104	1590
2093	31119	1575
2094	31134	1560
2095	31147	1545
2096	31160	1530
2097	31174	1515
2098	31191	1500
2099	31208	1486
2100	31223	1471
2101	31244	1456
2102	31259	1441
2103	31275	1427
2104	31290	1412
2105	31305	1397
2106	31318	1382
2107	31335	1367
2108	31350	1352
2109	31366	1337
2110	31382	1323
2111	31396	1308
2112	31413	1293
2113	31429	1278
2114	31444	1263
2115	31461	1248
2116	31475	1234
2117	31489	1219
2118	31505	1204
2119	31521	1189
2120	31547	1175
2121	31562	1160
2122	31575	1145
2123	31591	1130
2124	31608	1115
2125	31623	1100
2126	31639	1085
2127	31657	1071
2128	31673	1056
2129	31688	1041
2130	31704	1026
2131	31719	1011
2132	31734	996
2133	31748	981
2134	31764	967
2135	31781	952
2136	31796	937
2137	31811	922
2138	31829	907
2139	31842	892
2140	31854	877
2141	31870	862
2142	31887	848
2143	31903	833
2144	31919	818
2145	31935	803
2146	31951	788
2147	31965	773
2148	31982	759
2149	31998	744
2150	32011	729
2151	32040	714
2152	32055	699
2153	32074	684
2154	32090	670
2155	32106	655
2156	32123	640
2157	32145	625
2158	32172	610
2159	32188	596
2160	32206	581
2161	32222	566
2162	32240	551
2163	32256	536
2164	32270	521
2165	32287	506
2166	32303	491
2167	32326	477
2168	32344	462
2169	32359	447
2170	32376	432
2171	32395	417
2172	32411	402
2173	32426	387
2174	32447	372
2175	32460	358
2176	32474	343
2177	32488	328
2178	32504	313
2179	32520	298
2180	32539	283
2181	32562	268
2182	32586	253
2183	32603	238
2184	32621	223
2185	32643	209
2186	32660	194
2187	32681	179
2188	32714	164
2189	32734	149
2190	32755	134
2191	32779	119
2192	32798	104
2193	32820	89
2194	32838	74
2195	32853	59
2196	32871	44
2197	32896	29
2198	32911	14
2199	32929	0
